2020-01-03	6.968100
2020-01-02	6.961400
2019-12-31	6.976200
2019-12-30	6.980500
2019-12-27	6.987900
2019-12-26	6.980100
2019-12-25	7.006700
2019-12-24	7.011900
2019-12-23	7.011700
2019-12-20	7.002000
2019-12-19	7.002500
2019-12-18	6.996900
2019-12-17	6.997100
2019-12-16	6.991500
2019-12-13	7.015600
2019-12-12	7.025300
2019-12-11	7.038500
2019-12-10	7.040000
2019-12-09	7.040500
2019-12-06	7.038300
2019-12-05	7.076200
2019-12-04	7.038200
2019-12-03	7.022300
2019-12-02	7.026200
2019-11-29	7.029800
2019-11-28	7.027100
2019-11-27	7.034900
2019-11-26	7.034400
2019-11-25	7.039700
2019-11-22	7.030600
2019-11-21	7.021700
2019-11-20	7.011800
2019-11-19	7.003000
2019-11-18	7.003700
2019-11-15	7.009100
2019-11-14	7.008300
2019-11-13	7.002600
2019-11-12	6.998800
2019-11-11	6.993300
2019-11-08	6.994500
2019-11-07	7.000800
2019-11-06	7.008000
2019-11-05	7.038500
2019-11-04	7.038200
2019-11-01	7.043700
2019-10-31	7.053300
2019-10-30	7.058200
2019-10-29	7.061700
2019-10-28	7.076200
2019-10-25	7.074900
2019-10-24	7.072700
2019-10-23	7.075200
2019-10-22	7.066800
2019-10-21	7.068000
2019-10-18	7.069000
2019-10-17	7.078900
2019-10-16	7.074600
2019-10-15	7.070800
2019-10-14	7.072500
2019-10-11	7.072700
2019-10-10	7.073000
2019-10-09	7.072800
2019-10-08	7.072600
2019-09-30	7.072900
2019-09-27	7.073100
2019-09-26	7.072900
2019-09-25	7.072400
2019-09-24	7.072900
2019-09-23	7.073400
2019-09-20	7.073000
2019-09-19	7.073200
2019-09-18	7.072800
2019-09-17	7.073000
2019-09-16	7.065700
2019-09-12	7.084600
2019-09-11	7.084300
2019-09-10	7.084600
2019-09-09	7.085100
2019-09-06	7.085500
2019-09-05	7.085200
2019-09-04	7.087800
2019-09-03	7.088400
2019-09-02	7.088300
2019-08-30	7.087900
2019-08-29	7.085800
2019-08-28	7.083500
2019-08-27	7.081000
2019-08-26	7.057000
2019-08-23	7.057200
2019-08-22	7.049000
2019-08-21	7.043300
2019-08-20	7.045400
2019-08-19	7.036500
2019-08-16	7.031200
2019-08-15	7.026800
2019-08-14	7.031200
2019-08-13	7.032600
2019-08-12	7.021100
2019-08-09	7.013600
2019-08-08	7.003900
2019-08-07	6.999600
2019-08-06	6.968300
2019-08-05	6.922500
2019-08-02	6.899600
2019-08-01	6.893800
2019-07-31	6.884100
2019-07-30	6.886200
2019-07-29	6.882100
2019-07-26	6.879600
2019-07-25	6.873700
2019-07-24	6.886000
2019-07-23	6.881800
2019-07-22	6.875900
2019-07-19	6.863500
2019-07-18	6.876100
2019-07-17	6.882700
2019-07-16	6.871000
2019-07-15	6.867700
2019-07-12	6.866200
2019-07-11	6.867700
2019-07-10	6.885600
2019-07-09	6.885300
2019-07-08	6.888100
2019-07-05	6.869700
2019-07-04	6.870500
2019-07-03	6.864000
2019-07-02	6.851300
2019-07-01	6.871600
2019-06-28	6.874700
2019-06-27	6.877800
2019-06-26	6.870100
2019-06-25	6.858000
2019-06-24	6.850300
2019-06-21	6.847200
2019-06-20	6.880500
2019-06-19	6.889300
2019-06-18	6.894200
2019-06-17	6.894000
2019-06-14	6.893700
2019-06-13	6.893400
2019-06-12	6.893200
2019-06-11	6.893000
2019-06-10	6.892500
2019-06-06	6.894500
2019-06-05	6.890300
2019-06-04	6.882200
2019-06-03	6.889600
2019-05-31	6.899200
2019-05-30	6.899000
2019-05-29	6.898800
2019-05-28	6.897300
2019-05-27	6.892400
2019-05-24	6.899300
2019-05-23	6.899400
2019-05-22	6.899200
2019-05-21	6.899000
2019-05-20	6.898800
2019-05-17	6.885900
2019-05-16	6.868800
2019-05-15	6.864900
2019-05-14	6.836500
2019-05-13	6.795400
2019-05-10	6.791200
2019-05-09	6.766500
2019-05-08	6.759600
2019-05-07	6.761400
2019-05-06	6.734400
2019-04-30	6.728600
2019-04-29	6.731000
2019-04-26	6.730700
2019-04-25	6.730700
2019-04-24	6.720500
2019-04-23	6.708200
2019-04-22	6.703500
2019-04-19	6.704300
2019-04-18	6.691100
2019-04-17	6.711000
2019-04-16	6.709700
2019-04-15	6.711200
2019-04-12	6.722000
2019-04-11	6.708800
2019-04-10	6.711000
2019-04-09	6.714200
2019-04-08	6.720100
2019-04-04	6.705500
2019-04-03	6.719400
2019-04-02	6.716100
2019-04-01	6.719300
2019-03-29	6.733500
2019-03-28	6.726300
2019-03-27	6.714100
2019-03-26	6.704200
2019-03-25	6.709800
2019-03-22	6.694400
2019-03-21	6.685000
2019-03-20	6.710100
2019-03-19	6.706200
2019-03-18	6.708800
2019-03-15	6.716700
2019-03-14	6.700900
2019-03-13	6.711400
2019-03-12	6.712800
2019-03-11	6.720200
2019-03-08	6.723500
2019-03-07	6.711000
2019-03-06	6.705300
2019-03-05	6.699800
2019-03-04	6.704900
2019-03-01	6.695700
2019-02-28	6.690100
2019-02-27	6.685700
2019-02-26	6.695200
2019-02-25	6.713100
2019-02-22	6.715100
2019-02-21	6.722000
2019-02-20	6.755800
2019-02-19	6.764200
2019-02-18	6.765900
2019-02-15	6.762300
2019-02-14	6.774400
2019-02-13	6.767500
2019-02-12	6.776500
2019-02-11	6.749500
2019-02-01	6.708100
2019-01-31	6.702500
2019-01-30	6.734300
2019-01-29	6.735600
2019-01-28	6.747200
2019-01-25	6.794100
2019-01-24	6.780200
2019-01-23	6.796900
2019-01-22	6.785400
2019-01-21	6.777400
2019-01-18	6.766500
2019-01-17	6.759200
2019-01-16	6.761500
2019-01-15	6.754200
2019-01-14	6.756000
2019-01-11	6.790900
2019-01-10	6.816000
2019-01-09	6.852600
2019-01-08	6.840200
2019-01-07	6.851700
2019-01-04	6.858600
2019-01-03	6.863100
2019-01-02	6.848200
2018-12-28	6.863200
2018-12-27	6.889400
2018-12-26	6.884500
2018-12-25	6.891900
2018-12-24	6.900600
2018-12-21	6.882500
2018-12-20	6.893600
2018-12-19	6.886900
2018-12-18	6.885400
2018-12-17	6.890800
2018-12-14	6.875000
2018-12-13	6.876900
2018-12-12	6.906400
2018-12-11	6.899600
2018-12-10	6.869300
2018-12-07	6.866400
2018-12-06	6.859900
2018-12-05	6.847600
2018-12-04	6.893900
2018-12-03	6.943100
2018-11-30	6.935700
2018-11-29	6.935300
2018-11-28	6.950000
2018-11-27	6.946300
2018-11-26	6.945300
2018-11-23	6.930600
2018-11-22	6.939100
2018-11-21	6.944900
2018-11-20	6.928000
2018-11-19	6.924500
2018-11-16	6.937700
2018-11-15	6.939200
2018-11-14	6.940200
2018-11-13	6.962900
2018-11-12	6.947600
2018-11-09	6.932900
2018-11-08	6.916300
2018-11-07	6.906500
2018-11-06	6.907500
2018-11-05	6.897600
2018-11-02	6.937100
2018-11-01	6.967000
2018-10-31	6.964600
2018-10-30	6.957400
2018-10-29	6.937700
2018-10-26	6.951000
2018-10-25	6.940900
2018-10-24	6.935700
2018-10-23	6.933800
2018-10-22	6.923600
2018-10-19	6.938700
2018-10-18	6.927500
2018-10-17	6.910300
2018-10-16	6.911900
2018-10-15	6.915400
2018-10-12	6.912000
2018-10-11	6.909800
2018-10-10	6.907200
2018-10-09	6.901900
